gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,DeviceProtection,StreamingTV,StreamingMovies,Contract,PaymentMethod,Churn
Male,0,Yes,No,5,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Female,0,Yes,No,52,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
Male,1,Yes,No,21,Yes,DSL,Yes,No,No,Yes,Month-to-month,Bank transfer (automatic),No
Male,0,No,No,14,No,DSL,No,Yes,Yes,Yes,Month-to-month,Electronic check,No
Female,0,No,No,5,Yes,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),No
Female,0,No,No,6,Yes,DSL,Yes,No,No,No,Month-to-month,Mailed check,No
Female,0,No,No,10,Yes,DSL,No,No,No,No,Month-to-month,Electronic check,No
Female,0,No,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Female,0,No,No,68,Yes,DSL,Yes,No,No,No,Month-to-month,Mailed check,No
Male,0,Yes,Yes,18,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Mailed check,Yes
Female,0,No,No,22,Yes,Fiber optic,No,No,No,No,One year,Credit card (automatic),No
Female,0,No,No,20,Yes,DSL,No,No,No,No,Month-to-month,Electronic check,No
Male,0,Yes,No,1,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Male,1,No,No,8,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Male,0,No,No,10,Yes,DSL,No,No,No,No,Month-to-month,Credit card (automatic),Yes
Male,1,No,No,24,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Male,0,No,No,35,Yes,DSL,Yes,Yes,No,No,One year,Mailed check,No
Male,0,Yes,Yes,23,Yes,Fiber optic,No,Yes,No,No,One year,Mailed check,No
Female,1,No,No,6,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,No
Female,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Female,0,Yes,Yes,71,Yes,Fiber optic,No,Yes,No,No,Two year,Electronic check,No
Male,1,Yes,No,35,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,No
Male,0,Yes,Yes,40,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,Electronic check,No
Female,0,No,Yes,1,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Mailed check,Yes
Male,0,No,No,23,Yes,DSL,No,No,Yes,Yes,One year,Bank transfer (automatic),No
Female,1,No,No,4,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Male,0,No,No,4,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,No
Female,0,Yes,Yes,68,No,DSL,No,Yes,Yes,Yes,Two year,Credit card (automatic),No
Male,0,No,Yes,38,Yes,Fiber optic,No,No,No,No,Month-to-month,Mailed check,No
Male,0,Yes,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Male,1,Yes,No,32,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Male,0,Yes,Yes,29,Yes,DSL,No,Yes,Yes,Yes,Two year,Mailed check,No
Male,1,Yes,Yes,38,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,No
Male,0,No,Yes,48,Yes,DSL,Yes,Yes,Yes,Yes,One year,Credit card (automatic),No
Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),No
Female,0,No,No,22,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Electronic check,No
Female,0,No,No,43,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),No
Female,1,Yes,No,5,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,No
Male,0,No,No,5,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,Yes
Male,0,Yes,Yes,51,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Credit card (automatic),No
Male,0,No,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Female,0,Yes,Yes,38,Yes,DSL,Yes,No,Yes,Yes,One year,Credit card (automatic),Yes
Male,1,Yes,No,24,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
Male,0,Yes,No,35,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Credit card (automatic),No
Female,1,No,No,54,Yes,DSL,Yes,No,Yes,Yes,One year,Bank transfer (automatic),Yes
Female,0,Yes,Yes,72,No,DSL,No,Yes,Yes,Yes,Two year,Electronic check,No
Male,0,No,No,1,Yes,DSL,No,No,No,No,Month-to-month,Electronic check,No
Female,0,Yes,Yes,9,Yes,DSL,Yes,No,No,No,One year,Mailed check,No
Male,0,No,No,69,No,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),No
Female,0,Yes,No,52,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Credit card (automatic),No
Female,1,Yes,No,11,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,No
Female,1,No,No,2,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Female,1,Yes,Yes,28,No,DSL,No,No,Yes,No,Month-to-month,Electronic check,No
Female,1,No,No,17,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Credit card (automatic),No
Female,0,Yes,Yes,35,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,0,No,No,8,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No
Male,0,No,No,46,Yes,Fiber optic,No,Yes,Yes,No,One year,Credit card (automatic),No
Female,0,No,No,7,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Female,0,No,No,2,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Mailed check,Yes
Male,0,Yes,Yes,68,Yes,DSL,No,Yes,No,Yes,One year,Bank transfer (automatic),Yes
Female,0,No,No,43,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Electronic check,Yes
Female,0,No,No,68,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Electronic check,No
Female,0,No,No,36,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Credit card (automatic),No
Male,0,Yes,No,63,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
Female,1,No,No,32,Yes,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),No
Female,0,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),No
Female,0,Yes,Yes,66,Yes,DSL,Yes,Yes,No,No,Month-to-month,Bank transfer (automatic),No
Male,0,No,No,63,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No
Female,0,No,Yes,41,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),No
Female,1,No,No,1,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,No
Female,0,No,No,2,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Female,0,Yes,No,70,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No
Female,0,No,No,23,No,DSL,No,No,Yes,Yes,Month-to-month,Electronic check,No
Female,1,Yes,No,64,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Bank transfer (automatic),No
Male,0,Yes,Yes,37,Yes,DSL,Yes,Yes,No,No,Two year,Credit card (automatic),No
Male,0,No,Yes,17,Yes,DSL,No,No,No,No,One year,Mailed check,No
Female,1,No,No,7,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,No
Male,0,Yes,Yes,4,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),Yes
Female,1,No,No,21,No,DSL,Yes,No,Yes,No,Month-to-month,Electronic check,Yes
Female,0,No,No,10,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Bank transfer (automatic),Yes
Female,1,No,No,16,Yes,DSL,Yes,No,No,No,Month-to-month,Electronic check,No
Male,0,Yes,No,64,Yes,Fiber optic,No,No,Yes,Yes,Two year,Electronic check,No
Male,1,Yes,No,27,No,DSL,Yes,No,No,No,Month-to-month,Credit card (automatic),Yes
Male,0,Yes,Yes,42,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Electronic check,No
Male,0,No,Yes,5,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Female,0,No,No,41,Yes,Fiber optic,No,No,Yes,Yes,Two year,Bank transfer (automatic),No
Male,0,Yes,No,58,Yes,DSL,No,Yes,No,No,One year,Credit card (automatic),No
Female,0,No,No,47,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Male,0,No,No,18,Yes,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),No
Male,0,No,No,5,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),Yes
Male,0,Yes,No,23,Yes,DSL,Yes,No,No,Yes,Month-to-month,Bank transfer (automatic),No
Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Male,0,Yes,No,71,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Credit card (automatic),No
Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),No
Male,0,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No
Male,0,No,No,2,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,Yes
Male,0,No,Yes,24,No,DSL,Yes,No,No,No,Two year,Mailed check,No
Female,0,Yes,Yes,56,Yes,Fiber optic,No,Yes,No,Yes,One year,Credit card (automatic),No
Male,0,No,No,37,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Credit card (automatic),No
Female,0,No,No,43,Yes,DSL,No,Yes,Yes,Yes,One year,Credit card (automatic),No
Male,0,No,No,1,No,DSL,No,No,No,No,Month-to-month,Mailed check,No
Female,0,Yes,No,25,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),Yes
Female,0,No,No,61,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Electronic check,No
Male,0,No,No,17,Yes,Fiber optic,No,Yes,No,No,One year,Electronic check,No
Female,0,Yes,No,41,Yes,Fiber optic,No,Yes,No,No,One year,Bank transfer (automatic),No
Male,0,No,No,1,Yes,DSL,No,No,No,No,Month-to-month,Mailed check,Yes
Male,1,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Male,0,No,No,1,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Credit card (automatic),Yes
Male,0,No,No,48,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Male,1,Yes,No,11,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,Yes
Female,1,Yes,No,55,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,Yes
Female,0,No,No,42,No,DSL,Yes,Yes,No,Yes,One year,Electronic check,No
Male,0,No,No,44,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Mailed check,No
Male,0,No,Yes,1,Yes,DSL,No,No,No,No,Month-to-month,Electronic check,No
Female,0,No,No,27,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),No
Male,1,Yes,No,27,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),No
Female,1,No,No,2,Yes,DSL,No,No,No,No,Month-to-month,Electronic check,No
Female,0,No,No,19,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Female,1,Yes,No,42,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,No
Female,0,No,No,66,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),No
Male,1,Yes,No,33,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),No
Female,0,No,No,34,Yes,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),Yes
Male,1,No,No,33,No,DSL,No,Yes,Yes,Yes,Month-to-month,Electronic check,No
Female,0,Yes,Yes,23,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No
Female,0,No,No,32,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),No
Female,0,No,No,11,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),No
Male,0,Yes,Yes,69,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Credit card (automatic),Yes
Female,0,Yes,No,68,Yes,DSL,Yes,No,No,No,One year,Bank transfer (automatic),No
Male,0,No,No,20,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Male,0,No,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Male,0,Yes,Yes,60,Yes,Fiber optic,Yes,Yes,Yes,No,One year,Bank transfer (automatic),No
Male,1,Yes,Yes,32,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Mailed check,No
Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,Yes
Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,Yes
Male,1,No,No,3,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Female,0,Yes,No,46,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),No
Female,0,Yes,No,29,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,No
Male,0,No,No,51,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,No
Female,1,Yes,No,48,Yes,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),No
Female,0,Yes,Yes,16,Yes,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),No
Male,0,Yes,No,70,Yes,Fiber optic,No,Yes,No,Yes,Two year,Bank transfer (automatic),No
Female,0,Yes,Yes,40,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,0,Yes,Yes,22,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,Yes
Female,1,No,No,1,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),Yes
Female,0,Yes,Yes,5,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Female,0,No,No,7,Yes,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),No
Male,0,No,Yes,29,Yes,Fiber optic,No,Yes,No,Yes,One year,Credit card (automatic),No
Male,0,Yes,Yes,44,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No
Female,0,No,No,10,No,DSL,Yes,Yes,No,No,Month-to-month,Bank transfer (automatic),No
Female,1,Yes,No,55,Yes,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),No
Male,1,Yes,No,52,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Bank transfer (automatic),No
Female,0,Yes,Yes,10,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,No
Male,0,No,No,18,Yes,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),No
Female,0,Yes,No,68,Yes,DSL,Yes,No,No,No,One year,Bank transfer (automatic),No
Female,0,Yes,Yes,61,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,Yes
Female,0,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),No
Male,0,No,No,2,Yes,DSL,Yes,Yes,No,No,Month-to-month,Electronic check,No
Male,0,No,No,12,Yes,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),Yes
Male,0,Yes,No,41,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Electronic check,No
Female,0,No,No,26,No,DSL,No,Yes,Yes,No,Month-to-month,Credit card (automatic),No
Male,0,Yes,No,36,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),No
Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),No
Male,0,Yes,No,35,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Bank transfer (automatic),No
Male,0,No,No,1,Yes,DSL,No,Yes,No,No,Month-to-month,Mailed check,No
Female,0,Yes,Yes,16,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,No
Female,1,No,No,49,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Credit card (automatic),No
Female,0,Yes,No,54,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Mailed check,No
Female,0,No,Yes,18,Yes,DSL,Yes,No,No,Yes,Month-to-month,Electronic check,No
Female,0,Yes,No,36,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,No
Female,0,No,No,60,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
Female,0,No,No,1,Yes,Fiber optic,No,No,No,No,Month-to-month,Mailed check,Yes
Female,0,Yes,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No
Male,0,Yes,Yes,8,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,No
Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),No
Female,0,No,No,64,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No
Female,1,No,No,22,Yes,DSL,Yes,Yes,No,Yes,Month-to-month,Mailed check,No
Male,0,Yes,No,60,No,DSL,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),No
Female,0,Yes,Yes,28,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,Yes
Female,0,Yes,No,61,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,0,No,No,24,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,No
Male,0,Yes,Yes,28,Yes,Fiber optic,No,Yes,Yes,No,One year,Bank transfer (automatic),No
Female,0,Yes,Yes,30,Yes,DSL,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Male,0,Yes,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,No
Male,0,No,Yes,6,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Female,0,Yes,No,24,Yes,DSL,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),No
Male,0,Yes,Yes,4,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
Male,0,No,No,7,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Male,1,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Male,0,No,No,70,No,DSL,No,No,No,Yes,Two year,Mailed check,No
Male,1,Yes,No,64,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Electronic check,No
Male,0,Yes,Yes,72,Yes,Fiber optic,No,No,Yes,No,One year,Electronic check,No
Female,0,No,Yes,44,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,0,Yes,Yes,13,Yes,DSL,No,No,No,Yes,Month-to-month,Electronic check,Yes
Female,1,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No
Male,0,No,No,1,Yes,DSL,No,No,No,Yes,Month-to-month,Electronic check,Yes
Male,0,Yes,No,9,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,Mailed check,No
Male,0,Yes,No,24,Yes,DSL,Yes,No,No,No,Month-to-month,Mailed check,No
Female,0,Yes,Yes,1,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Male,0,No,No,24,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Male,1,Yes,Yes,35,Yes,DSL,No,No,Yes,Yes,Month-to-month,Electronic check,No
Female,0,Yes,Yes,7,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,Electronic check,No
Male,0,No,No,5,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Female,0,No,Yes,15,Yes,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),Yes
Male,0,Yes,Yes,11,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,0,Yes,No,48,No,DSL,Yes,Yes,No,Yes,Month-to-month,Bank transfer (automatic),Yes
Female,1,No,No,20,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,No
Female,0,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Bank transfer (automatic),No
Female,0,Yes,Yes,8,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,Yes
Male,0,Yes,Yes,72,Yes,Fiber optic,No,No,No,Yes,Two year,Credit card (automatic),No
Female,0,No,No,15,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,No
Male,0,No,No,72,Yes,DSL,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Female,0,Yes,Yes,0,No,DSL,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),No
Male,0,No,Yes,1,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Male,0,Yes,Yes,63,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Female,0,No,No,2,Yes,DSL,No,No,Yes,No,Month-to-month,Electronic check,No
Female,0,Yes,No,2,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,Yes
Male,1,Yes,No,61,Yes,DSL,No,No,No,Yes,One year,Bank transfer (automatic),No
Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
